Price,Location,City,Area,No. of Bedrooms,No. of Bathrooms,No.of floor,ATM,School,24X7Security,CarParking,Hospital,Latitude,Longitude
4160000,RR Nagar,Bangalore,1000,2,2,0,0,0,1,1,0,9.46693815,77.93356445
5803000,RR Nagar,Bangalore,1015,2,2,0,1,1,1,1,1,9.46693815,77.93356445
4373000,RR Nagar,Bangalore,1055,2,2,0,0,0,1,1,0,9.46693815,77.93356445
4431000,RR Nagar,Bangalore,1070,2,2,0,0,0,1,1,0,9.46693815,77.93356445
8081111,RR Nagar,Bangalore,1085,2,2,0,1,1,1,1,1,9.46693815,77.93356445
6117000,RR Nagar,Bangalore,1110,2,2,0,1,1,1,1,1,9.46693815,77.93356445
5883000,RR Nagar,Bangalore,1110,2,2,0,1,1,1,1,1,9.46693815,77.93356445
3800000,RR Nagar,Bangalore,1110,2,2,0,1,1,1,1,1,9.46693815,77.93356445
3800000,RR Nagar,Bangalore,1110,2,2,0,1,1,1,1,1,9.46693815,77.93356445
3311000,RR Nagar,Bangalore,1110,2,2,0,1,1,1,1,1,9.46693815,77.93356445
5148000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5148000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5148000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5148000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5148000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5148000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5148000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5148000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5023000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5023000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5000000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5000000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4784000,RR Nagar,Bangalore,1116,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4157000,RR Nagar,Bangalore,1116,2,2,0,1,1,1,1,1,9.46693815,77.93356445
6700000,RR Nagar,Bangalore,1120,2,2,0,1,1,1,1,1,9.46693815,77.93356445
6360000,RR Nagar,Bangalore,1135,2,2,0,1,1,1,1,1,9.46693815,77.93356445
5750000,RR Nagar,Bangalore,1135,2,2,0,1,1,1,1,1,9.46693815,77.93356445
5350000,RR Nagar,Bangalore,1135,2,2,0,1,1,1,1,1,9.46693815,77.93356445
4781000,RR Nagar,Bangalore,1135,2,2,0,1,1,1,1,1,9.46693815,77.93356445
3047000,RR Nagar,Bangalore,1135,2,2,0,1,1,1,1,1,9.46693815,77.93356445
4800000,RR Nagar,Bangalore,1143,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4800000,RR Nagar,Bangalore,1143,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4514000,RR Nagar,Bangalore,1143,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4723000,RR Nagar,Bangalore,1145,2,2,0,0,0,1,1,0,9.46693815,77.93356445
7155000,RR Nagar,Bangalore,1157,2,2,0,1,1,1,1,1,9.46693815,77.93356445
8000000,RR Nagar,Bangalore,1160,2,2,0,0,0,1,1,0,9.46693815,77.93356445
7800000,RR Nagar,Bangalore,1160,2,2,0,0,0,1,1,0,9.46693815,77.93356445
7100000,RR Nagar,Bangalore,1160,2,2,0,0,0,1,1,0,9.46693815,77.93356445
6700000,RR Nagar,Bangalore,1165,2,2,0,1,1,1,1,1,9.46693815,77.93356445
5750000,RR Nagar,Bangalore,1165,2,2,0,1,1,1,1,1,9.46693815,77.93356445
8000000,RR Nagar,Bangalore,1168,2,2,0,0,0,1,1,0,9.46693815,77.93356445
8000000,RR Nagar,Bangalore,1168,2,2,0,0,0,1,1,0,9.46693815,77.93356445
8000000,RR Nagar,Bangalore,1168,2,2,0,0,0,1,1,0,9.46693815,77.93356445
8000000,RR Nagar,Bangalore,1168,2,2,0,0,0,1,1,0,9.46693815,77.93356445
7100000,RR Nagar,Bangalore,1168,2,2,0,0,0,1,1,0,9.46693815,77.93356445
7100000,RR Nagar,Bangalore,1168,2,2,0,0,0,1,1,0,9.46693815,77.93356445
7100000,RR Nagar,Bangalore,1168,2,2,0,0,0,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1187,2,2,0,0,1,1,1,0,9.46693815,77.93356445
8151111,RR Nagar,Bangalore,1200,2,2,0,1,1,1,1,1,9.46693815,77.93356445
8081111,RR Nagar,Bangalore,1200,2,2,0,1,1,1,1,1,9.46693815,77.93356445
6136000,RR Nagar,Bangalore,1200,2,2,0,1,1,1,1,1,9.46693815,77.93356445
5200000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5040000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5040000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4400000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4400000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4400000,RR Nagar,Bangalore,1200,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5700000,RR Nagar,Bangalore,1210,2,2,0,1,0,0,1,0,9.46693815,77.93356445
5700000,RR Nagar,Bangalore,1210,2,2,0,1,0,0,1,0,9.46693815,77.93356445
5700000,RR Nagar,Bangalore,1210,2,2,0,1,0,0,1,0,9.46693815,77.93356445
5400000,RR Nagar,Bangalore,1215,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5306000,RR Nagar,Bangalore,1215,3,3,1,0,0,1,1,0,9.46693815,77.93356445
4724000,RR Nagar,Bangalore,1215,2,2,0,1,1,1,1,1,9.46693815,77.93356445
3400000,RR Nagar,Bangalore,1250,3,3,1,1,1,1,1,1,9.46693815,77.93356445
6043000,RR Nagar,Bangalore,1255,2,2,0,1,1,1,1,1,9.46693815,77.93356445
5380000,RR Nagar,Bangalore,1255,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5380000,RR Nagar,Bangalore,1255,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5380000,RR Nagar,Bangalore,1255,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5380000,RR Nagar,Bangalore,1255,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5380000,RR Nagar,Bangalore,1255,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5380000,RR Nagar,Bangalore,1255,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5380000,RR Nagar,Bangalore,1255,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5100000,RR Nagar,Bangalore,1258,2,2,0,1,0,0,1,0,9.46693815,77.93356445
5380000,RR Nagar,Bangalore,1267,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4483000,RR Nagar,Bangalore,1267,2,2,0,1,1,1,1,1,9.46693815,77.93356445
5228000,RR Nagar,Bangalore,1275,3,3,1,0,0,1,1,0,9.46693815,77.93356445
5460000,RR Nagar,Bangalore,1300,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4500000,RR Nagar,Bangalore,1300,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5400000,RR Nagar,Bangalore,1303,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5381000,RR Nagar,Bangalore,1303,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5148000,RR Nagar,Bangalore,1304,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4433000,RR Nagar,Bangalore,1304,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5485000,RR Nagar,Bangalore,1306,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1306,2,2,0,0,1,1,1,0,9.46693815,77.93356445
4440000,RR Nagar,Bangalore,1306,2,2,0,0,1,1,1,0,9.46693815,77.93356445
7100000,RR Nagar,Bangalore,1313,3,3,1,0,0,0,1,0,9.46693815,77.93356445
7100000,RR Nagar,Bangalore,1313,3,3,1,0,0,0,1,0,9.46693815,77.93356445
6275000,RR Nagar,Bangalore,1335,2,2,0,1,0,0,1,0,9.46693815,77.93356445
7100000,RR Nagar,Bangalore,1337,3,3,1,0,0,0,1,0,9.46693815,77.93356445
7100000,RR Nagar,Bangalore,1337,3,3,1,0,0,0,1,0,9.46693815,77.93356445
7100000,RR Nagar,Bangalore,1337,3,3,1,0,0,0,1,0,9.46693815,77.93356445
6200000,RR Nagar,Bangalore,1350,3,3,1,1,1,1,1,1,9.46693815,77.93356445
8400000,RR Nagar,Bangalore,1360,3,3,1,1,1,1,1,1,9.46693815,77.93356445
8120000,RR Nagar,Bangalore,1360,3,3,1,1,1,1,1,1,9.46693815,77.93356445
7100000,RR Nagar,Bangalore,1360,3,3,1,1,1,1,1,1,9.46693815,77.93356445
3241000,RR Nagar,Bangalore,1360,3,3,1,1,1,1,1,1,9.46693815,77.93356445
6400000,RR Nagar,Bangalore,1361,2,2,0,1,0,0,1,0,9.46693815,77.93356445
8800000,RR Nagar,Bangalore,1373,2,2,0,0,0,1,1,0,9.46693815,77.93356445
4864000,RR Nagar,Bangalore,1400,3,3,1,1,1,1,1,1,9.46693815,77.93356445
8025000,RR Nagar,Bangalore,1408,3,3,1,0,0,0,1,0,9.46693815,77.93356445
6126000,RR Nagar,Bangalore,1411,2,2,0,1,1,1,1,1,9.46693815,77.93356445
6028000,RR Nagar,Bangalore,1411,2,2,0,0,1,1,1,0,9.46693815,77.93356445
6028000,RR Nagar,Bangalore,1411,2,2,0,0,1,1,1,0,9.46693815,77.93356445
6028000,RR Nagar,Bangalore,1411,2,2,0,0,1,1,1,0,9.46693815,77.93356445
5151000,RR Nagar,Bangalore,1411,2,2,0,0,1,1,1,0,9.46693815,77.93356445
6015000,RR Nagar,Bangalore,1415,3,3,1,1,1,1,1,1,9.46693815,77.93356445
4237000,RR Nagar,Bangalore,1415,3,3,1,1,1,1,1,1,9.46693815,77.93356445
3400000,RR Nagar,Bangalore,1415,3,3,1,1,1,1,1,1,9.46693815,77.93356445
3100000,RR Nagar,Bangalore,1415,3,3,1,1,1,1,1,1,9.46693815,77.93356445
2745000,RR Nagar,Bangalore,1450,3,3,1,1,1,1,1,1,9.46693815,77.93356445
8000000,RR Nagar,Bangalore,1500,3,3,1,1,1,1,1,1,9.46693815,77.93356445
5750000,RR Nagar,Bangalore,1500,3,3,1,1,1,1,1,1,9.46693815,77.93356445
5600000,RR Nagar,Bangalore,1500,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5600000,RR Nagar,Bangalore,1500,3,3,1,0,1,1,1,0,9.46693815,77.93356445
4133000,RR Nagar,Bangalore,1500,3,3,1,1,1,1,1,1,9.46693815,77.93356445
8758000,RR Nagar,Bangalore,1510,3,3,1,0,0,0,0,0,9.46693815,77.93356445
7840000,RR Nagar,Bangalore,1525,3,3,1,1,1,1,1,1,9.46693815,77.93356445
7481000,RR Nagar,Bangalore,1525,3,3,1,1,1,1,1,1,9.46693815,77.93356445
6150000,RR Nagar,Bangalore,1525,3,3,1,1,1,1,1,1,9.46693815,77.93356445
3700000,RR Nagar,Bangalore,1525,3,3,1,1,1,1,1,1,9.46693815,77.93356445
6413000,RR Nagar,Bangalore,1527,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6413000,RR Nagar,Bangalore,1527,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6466000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6466000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6466000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6466000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6451111,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6426000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6426000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6426000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6400000,RR Nagar,Bangalore,1530,2,2,0,0,1,1,1,0,9.46693815,77.93356445
6400000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6400000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6400000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6400000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6400000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5202000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5202000,RR Nagar,Bangalore,1530,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5004000,RR Nagar,Bangalore,1530,3,3,1,1,1,1,1,1,9.46693815,77.93356445
5800000,RR Nagar,Bangalore,1540,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5800000,RR Nagar,Bangalore,1540,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6514000,RR Nagar,Bangalore,1551,3,3,1,0,1,1,1,0,9.46693815,77.93356445
6514000,RR Nagar,Bangalore,1551,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5257000,RR Nagar,Bangalore,1551,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5257000,RR Nagar,Bangalore,1551,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5115000,RR Nagar,Bangalore,1551,3,3,1,1,1,1,1,1,9.46693815,77.93356445
5322000,RR Nagar,Bangalore,1570,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5322000,RR Nagar,Bangalore,1570,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5322000,RR Nagar,Bangalore,1570,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5322000,RR Nagar,Bangalore,1570,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5530000,RR Nagar,Bangalore,1580,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5356000,RR Nagar,Bangalore,1580,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5451000,RR Nagar,Bangalore,1608,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5451000,RR Nagar,Bangalore,1608,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5451000,RR Nagar,Bangalore,1608,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5451000,RR Nagar,Bangalore,1608,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5731000,RR Nagar,Bangalore,1613,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5731000,RR Nagar,Bangalore,1613,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5731000,RR Nagar,Bangalore,1613,3,3,1,0,1,1,1,0,9.46693815,77.93356445
5731000,RR Nagar,Bangalore,1613,3,3,1,0,1,1,1,0,9.46693815,77.93356445
8050000,RR Nagar,Bangalore,1706,3,3,1,1,0,0,1,0,9.46693815,77.93356445
8100000,RR Nagar,Bangalore,1723,3,3,1,1,0,0,1,0,9.46693815,77.93356445
6100000,RR Nagar,Bangalore,1731,3,3,1,1,1,1,1,1,9.46693815,77.93356445
4801000,RR Nagar,Bangalore,2165,3,3,1,1,1,1,1,1,9.46693815,77.93356445
2745000,RR Nagar Main Road,Bangalore,850,2,2,0,1,1,1,1,1,12.932582,77.5162034
7418111,RR Nagar Main Road,Bangalore,1015,2,2,0,1,1,1,1,1,12.932582,77.5162034
5300000,RR Nagar Main Road,Bangalore,1015,2,2,0,1,1,1,1,1,12.932582,77.5162034
3100000,RR Nagar Main Road,Bangalore,1015,2,2,0,1,1,1,1,1,12.932582,77.5162034
8400000,RR Nagar Main Road,Bangalore,1200,2,2,0,1,1,1,1,1,12.932582,77.5162034
5113000,RR Nagar Main Road,Bangalore,1350,3,3,1,1,1,1,1,1,12.932582,77.5162034
7840000,RR Nagar Main Road,Bangalore,1450,3,3,1,1,1,1,1,1,12.932582,77.5162034
7840000,RR Nagar Main Road,Bangalore,1500,3,3,1,1,1,1,1,1,12.932582,77.5162034
3261111,RR Nagar Main Road,Bangalore,1500,3,3,1,1,1,1,1,1,12.932582,77.5162034
4020000,Sadashiva Nagar,Bangalore,2600,3,3,1,1,1,1,1,1,15.3319032,75.1264697
3200000,Sadashiva Nagar,Bangalore,3100,3,3,1,1,1,1,1,1,15.3319032,75.1264697
6150000,Sadashiva Nagar,Bangalore,6200,4,4,1,1,1,1,1,1,15.3319032,75.1264697
8100000,Sahakar Nagar,Bangalore,1000,1,1,0,0,0,1,1,0,18.4900796,73.8475301
5835000,Sahakar Nagar,Bangalore,1213,2,2,0,1,1,1,1,1,18.4900796,73.8475301
6000000,Sahakar Nagar,Bangalore,1570,3,3,1,1,1,1,1,1,18.4900796,73.8475301
4850000,Sahakar Nagar,Bangalore,2710,4,4,1,1,1,1,1,1,18.4900796,73.8475301
5811000,Sahakar Nagar,Bangalore,4000,4,4,1,1,1,1,1,1,18.4900796,73.8475301
6600000,Sampangiram Nagar,Bangalore,1500,3,3,1,1,1,1,1,1,12.97587815,77.5906012
4111000,Sampangiram Nagar,Bangalore,2000,3,3,1,1,1,1,1,1,12.97587815,77.5906012
3030000,Sampangiram Nagar,Bangalore,2000,3,3,1,1,1,1,1,1,12.97587815,77.5906012
5146000,Sanjeevini Nagar,Bangalore,1800,3,3,1,1,1,1,1,1,13.0577532,77.588968
5883000,Sarjapur,Bangalore,1011,2,2,0,1,1,1,1,1,18.0323418,75.8338487
5000000,Sarjapur,Bangalore,1011,2,2,0,1,1,1,1,1,18.0323418,75.8338487
3482000,Sarjapur,Bangalore,1011,2,2,0,1,1,1,1,1,18.0323418,75.8338487
3100000,Sarjapur,Bangalore,1011,2,2,0,1,1,1,1,1,18.0323418,75.8338487
6188000,Sarjapur,Bangalore,1017,2,2,0,1,1,1,1,1,18.0323418,75.8338487
5817000,Sarjapur,Bangalore,1017,2,2,0,1,1,1,1,1,18.0323418,75.8338487
5320000,Sarjapur,Bangalore,1017,2,2,0,1,1,1,1,1,18.0323418,75.8338487
5000000,Sarjapur,Bangalore,1017,2,2,0,1,1,1,1,1,18.0323418,75.8338487
4500000,Sarjapur,Bangalore,1017,2,2,0,1,1,1,1,1,18.0323418,75.8338487
3311000,Sarjapur,Bangalore,1017,2,2,0,1,1,1,1,1,18.0323418,75.8338487
2811000,Sarjapur,Bangalore,1017,2,2,0,1,1,1,1,1,18.0323418,75.8338487
5281000,Sarjapur,Bangalore,1040,2,2,0,1,1,1,1,1,18.0323418,75.8338487
4034000,Sarjapur,Bangalore,1040,2,2,0,1,1,1,1,1,18.0323418,75.8338487
5634000,Sarjapur,Bangalore,1045,2,2,0,1,1,1,1,1,18.0323418,75.8338487
6100000,Sarjapur,Bangalore,1068,2,2,0,1,1,1,1,1,18.0323418,75.8338487
5300000,Sarjapur,Bangalore,1068,2,2,0,1,1,1,1,1,18.0323418,75.8338487
5256000,Sarjapur,Bangalore,1068,2,2,0,1,1,1,1,1,18.0323418,75.8338487
3100000,Sarjapur,Bangalore,1068,2,2,0,1,1,1,1,1,18.0323418,75.8338487
3571000,Sarjapur,Bangalore,1113,3,3,1,1,1,1,1,1,18.0323418,75.8338487
3372000,Sarjapur,Bangalore,1124,2,2,0,1,1,1,1,1,18.0323418,75.8338487
4138000,Sarjapur,Bangalore,1126,2,2,0,1,1,1,1,1,18.0323418,75.8338487
3384000,Sarjapur,Bangalore,1128,2,2,0,1,1,1,1,1,18.0323418,75.8338487
6211000,Sarjapur,Bangalore,1136,2,2,0,1,1,1,1,1,18.0323418,75.8338487
3421000,Sarjapur,Bangalore,1143,2,2,0,1,1,1,1,1,18.0323418,75.8338487
4143000,Sarjapur,Bangalore,1148,2,2,0,1,1,1,1,1,18.0323418,75.8338487
3483000,Sarjapur,Bangalore,1161,3,3,1,1,1,1,1,1,18.0323418,75.8338487
3522000,Sarjapur,Bangalore,1174,3,3,1,1,1,1,1,1,18.0323418,75.8338487
7840000,Sarjapur,Bangalore,1182,2,2,0,1,1,1,1,1,18.0323418,75.8338487
7800000,Sarjapur,Bangalore,1182,2,2,0,1,1,1,1,1,18.0323418,75.8338487
6405000,Sarjapur,Bangalore,1182,2,2,0,1,1,1,1,1,18.0323418,75.8338487
4318000,Sarjapur,Bangalore,1200,2,2,0,0,0,1,1,0,18.0323418,75.8338487
4870000,Sarjapur,Bangalore,1210,3,3,1,0,0,1,1,0,18.0323418,75.8338487
4642000,Sarjapur,Bangalore,1210,2,2,0,0,0,1,1,0,18.0323418,75.8338487
3611000,Sarjapur,Bangalore,1233,3,3,1,1,1,1,1,1,18.0323418,75.8338487
4418000,Sarjapur,Bangalore,1250,2,2,0,0,0,1,1,0,18.0323418,75.8338487
3106000,Sarjapur,Bangalore,1302,3,3,1,1,1,1,1,1,18.0323418,75.8338487
5043000,Sarjapur,Bangalore,1310,3,3,1,1,1,1,1,1,18.0323418,75.8338487
4144000,Sarjapur,Bangalore,1310,3,3,1,1,1,1,1,1,18.0323418,75.8338487
8400000,Sarjapur,Bangalore,1311,3,3,1,1,1,1,1,1,18.0323418,75.8338487
8120000,Sarjapur,Bangalore,1311,3,3,1,1,1,1,1,1,18.0323418,75.8338487
8081111,Sarjapur,Bangalore,1311,3,3,1,1,1,1,1,1,18.0323418,75.8338487
3851000,Sarjapur,Bangalore,1311,3,3,1,1,1,1,1,1,18.0323418,75.8338487
3146000,Sarjapur,Bangalore,1311,3,3,1,1,1,1,1,1,18.0323418,75.8338487
4732000,Sarjapur,Bangalore,1315,3,3,1,0,0,1,1,0,18.0323418,75.8338487
8120000,Sarjapur,Bangalore,1318,3,3,1,1,1,1,1,1,18.0323418,75.8338487
4505000,Sarjapur,Bangalore,1318,3,3,1,1,1,1,1,1,18.0323418,75.8338487
3750000,Sarjapur,Bangalore,1318,3,3,1,1,1,1,1,1,18.0323418,75.8338487
3536111,Sarjapur,Bangalore,1318,3,3,1,1,1,1,1,1,18.0323418,75.8338487
4750000,Sarjapur,Bangalore,1320,2,2,0,0,0,1,1,0,18.0323418,75.8338487
3111000,Sarjapur,Bangalore,1333,3,3,1,1,1,1,1,1,18.0323418,75.8338487
4840000,Sarjapur,Bangalore,1345,3,3,1,0,0,1,1,0,18.0323418,75.8338487
4112000,Sarjapur,Bangalore,1365,3,3,1,0,0,1,1,0,18.0323418,75.8338487
5031000,Sarjapur,Bangalore,1372,3,3,1,1,1,1,1,1,18.0323418,75.8338487
4164000,Sarjapur,Bangalore,1388,3,3,1,1,1,1,1,1,18.0323418,75.8338487
7175000,Sarjapur,Bangalore,1435,3,3,1,1,1,1,1,1,18.0323418,75.8338487
5822000,Sarjapur,Bangalore,1440,3,3,1,1,1,1,1,1,18.0323418,75.8338487
7208000,Sarjapur,Bangalore,1467,3,3,1,1,1,1,1,1,18.0323418,75.8338487
6200000,Sarjapur,Bangalore,1467,3,3,1,1,1,1,1,1,18.0323418,75.8338487
4150000,Sarjapur,Bangalore,1467,3,3,1,1,1,1,1,1,18.0323418,75.8338487
3180000,Sarjapur,Bangalore,1467,3,3,1,1,1,1,1,1,18.0323418,75.8338487
2811000,Sarjapur,Bangalore,1467,3,3,1,1,1,1,1,1,18.0323418,75.8338487
4458000,Sarjapur,Bangalore,1486,3,3,1,1,1,1,1,1,18.0323418,75.8338487
5318000,Sarjapur,Bangalore,1500,3,3,1,0,0,1,1,0,18.0323418,75.8338487
3060000,Sarjapur,Bangalore,1535,3,3,1,1,1,1,1,1,18.0323418,75.8338487
4187000,Sarjapur,Bangalore,2056,3,3,1,1,1,1,1,1,18.0323418,75.8338487
8300000,Sarjapur,Bangalore,2442,3,3,1,1,1,1,1,1,18.0323418,75.8338487
7100000,Sarjapur,Bangalore,2730,4,4,1,1,1,1,1,1,18.0323418,75.8338487
3200000,Sarjapur,Bangalore,2730,4,4,1,1,1,1,1,1,18.0323418,75.8338487
4300000,Sarjapur Road,Bangalore,1011,2,2,0,1,1,1,1,1,12.9240361,77.6394335
6000000,Sarjapur Road,Bangalore,1140,2,2,0,1,1,1,1,1,12.9240361,77.6394335
3261111,Sarjapur Road,Bangalore,1316,2,2,0,1,1,1,1,1,12.9240361,77.6394335
5352000,Sarjapur Road,Bangalore,1350,2,2,0,1,1,1,1,1,12.9240361,77.6394335
5256000,Sarjapur Road,Bangalore,1400,3,3,1,1,1,1,1,1,12.9240361,77.6394335
7551111,Sarjapur Road,Bangalore,2064,3,3,1,1,1,1,1,1,12.9240361,77.6394335
8400000,Sarjapur Road,Bangalore,2730,4,4,1,1,1,1,1,1,12.9240361,77.6394335
8120000,Sarjapur Road,Bangalore,2730,4,4,1,1,1,1,1,1,12.9240361,77.6394335
6113000,Sarjapur Road,Bangalore,2730,4,4,1,1,1,1,1,1,12.9240361,77.6394335
6033000,Sarjapur Road,Bangalore,2730,4,4,1,1,1,1,1,1,12.9240361,77.6394335
4300000,Sarjapur Road,Bangalore,2730,4,4,1,1,1,1,1,1,12.9240361,77.6394335
4061111,Sarjapur Road,Bangalore,2730,4,4,1,1,1,1,1,1,12.9240361,77.6394335
3800000,Sarjapur Road,Bangalore,2730,3,3,1,1,1,1,1,1,12.9240361,77.6394335
3347111,Sarjapur Road,Bangalore,2730,4,4,1,1,1,1,1,1,12.9240361,77.6394335
3016000,Sarjapur Road,Bangalore,2730,4,4,1,1,1,1,1,1,12.9240361,77.6394335
2800000,Seegehalli Road,Bangalore,1320,2,2,0,1,1,1,1,1,13.0164321,77.7169887
2660000,Singasandra,Bangalore,760,1,1,0,0,0,1,1,0,12.6477419,77.3625356
2835000,Singasandra,Bangalore,810,1,1,0,0,0,1,1,0,12.6477419,77.3625356
6610000,Singasandra,Bangalore,1011,2,2,0,1,1,1,1,1,12.6477419,77.3625356
3120000,Singasandra,Bangalore,1120,2,2,0,0,0,1,1,0,12.6477419,77.3625356
4340000,Singasandra,Bangalore,1184,2,2,0,1,1,1,1,1,12.6477419,77.3625356
4147000,Singasandra,Bangalore,1185,2,2,0,0,0,1,1,0,12.6477419,77.3625356
4532000,Singasandra,Bangalore,1215,2,2,0,0,0,1,1,0,12.6477419,77.3625356
4270000,Singasandra,Bangalore,1220,2,2,0,0,0,1,1,0,12.6477419,77.3625356
